description,final_state,total_flips,total_events
A coin is heads up. Chen flips the coin. Vicky does not flip the coin. Francesco does not flip the coin. Luciana does not flip the coin. Juan flips the coin. Anil does not flip the coin. Emma flips the coin. Sunil does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Rahul flips the coin. Sanne does not flip the coin. Ryan flips the coin. Andrew flips the coin. Marc flips the coin. Marie flips the coin. Jyoti flips the coin. Lucia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Sebastian flips the coin. Pedro does not flip the coin. Adriana flips the coin. Neha does not flip the coin. Rini does not flip the coin. Carmen does not flip the coin. Johan flips the coin. Andreas does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Yuka does not flip the coin. Beatriz flips the coin. Lucy does not flip the coin. Federica does not flip the coin. Sonu flips the coin. Susanne flips the coin. Heather flips the coin. Takuya does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Raquel flips the coin. Katie flips the coin. James does not flip the coin. Lisa does not flip the coin. Yusuke does not flip the coin. Jolanda flips the coin. Rakesh does not flip the coin. Mamta does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Ricardo does not flip the coin. Sylvie does not flip the coin. Luis flips the coin. Thomas does not flip the coin. Guillaume does not flip the coin. Olivier does not flip the coin. Isabel flips the coin. Petra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Dominique flips the coin. Yu does not flip the coin. Heather does not flip the coin. Wim does not flip the coin. Monique does not flip the coin. Anna flips the coin. Hannah does not flip the coin. Kaori does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Tomoko flips the coin. Sebastian flips the coin. Komal does not flip the coin. Jessica flips the coin. Adriana does not flip the coin. Hiroyuki flips the coin. Marta flips the coin. Ricardo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Kevin flips the coin. Iwan flips the coin. Manon does not flip the coin. Marcel flips the coin. Megumi flips the coin. Francisco flips the coin. Hiroki flips the coin. Koji flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Naoki does not flip the coin. Mario does not flip the coin. Gabriela does not flip the coin. Miki flips the coin. Rodrigo does not flip the coin. Anneke flips the coin. Arief does not flip the coin. Theresia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Priyanka does not flip the coin. Bart does not flip the coin. Dewi flips the coin. Karen does not flip the coin. Rafael does not flip the coin. Stefano flips the coin. Teresa does not flip the coin. Poonam flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Md flips the coin. Achmad does not flip the coin. Oscar flips the coin. Jorge flips the coin. Candy does not flip the coin. Linda flips the coin. Puja does not flip the coin. Monika flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Rosa flips the coin. Ade flips the coin. Yuki flips the coin. Cindy flips the coin. Huang does not flip the coin. Anita does not flip the coin. Anneke flips the coin. Johan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Monique flips the coin. Helen flips the coin. Wang does not flip the coin. Marta flips the coin. Patricia flips the coin. Charlotte does not flip the coin. Joe flips the coin. Heather flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Sonu flips the coin. Anne does not flip the coin. Carmen flips the coin. Takeshi flips the coin. Lukas does not flip the coin. Kevin does not flip the coin. Anneke does not flip the coin. Li does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Federica does not flip the coin. Kaori flips the coin. Siti flips the coin. Audrey does not flip the coin. Zhang flips the coin. Akira flips the coin. Nathalie flips the coin. Alexander flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Caroline flips the coin. Markus flips the coin. Manju flips the coin. Vincenzo flips the coin. Valentina does not flip the coin. Carmen flips the coin. Christine does not flip the coin. Ana flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Diah flips the coin. Hans flips the coin. Keiko flips the coin. Endang does not flip the coin. Gabriela does not flip the coin. Matheus flips the coin. Liang does not flip the coin. Laurent flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Ivy flips the coin. Vicky flips the coin. Gabriel does not flip the coin. Yuki flips the coin. Michaela flips the coin. Pilar does not flip the coin. Thomas flips the coin. Cathy does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Hiroshi does not flip the coin. Manuela flips the coin. Sarah does not flip the coin. Marcelo does not flip the coin. Anja does not flip the coin. Antonella flips the coin. Rahul does not flip the coin. Sylvie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Ellen flips the coin. Anneke flips the coin. Wei flips the coin. Puja flips the coin. Ann flips the coin. Stefan does not flip the coin. Hans does not flip the coin. Ashley does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Karin does not flip the coin. Stefano does not flip the coin. Manuel does not flip the coin. Diana does not flip the coin. Li does not flip the coin. Jack flips the coin. José flips the coin. Lupita flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Marcelo flips the coin. Maggie flips the coin. Luis does not flip the coin. Maxime does not flip the coin. Mike does not flip the coin. Florian does not flip the coin. Elodie does not flip the coin. Wu flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Wang does not flip the coin. Manju flips the coin. Makoto flips the coin. Kevin flips the coin. Takashi flips the coin. Luis flips the coin. Lucas does not flip the coin. Daniela flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Bernhard does not flip the coin. James does not flip the coin. Manuel does not flip the coin. Ade does not flip the coin. Marcos does not flip the coin. Jessica does not flip the coin. Naoko flips the coin. Thierry does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Dennis flips the coin. Mamta flips the coin. Helen does not flip the coin. John flips the coin. Javier does not flip the coin. Matthias does not flip the coin. Isabelle flips the coin. Felipe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Patrick flips the coin. Jessica flips the coin. Bambang does not flip the coin. Takuya flips the coin. Rachel does not flip the coin. Mamta does not flip the coin. Gabriela flips the coin. Catherine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Rosa does not flip the coin. Jolanda does not flip the coin. Francesco does not flip the coin. Cherry flips the coin. Alexander does not flip the coin. Tomoko does not flip the coin. Fabio does not flip the coin. Christine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Ying does not flip the coin. Yusuke does not flip the coin. Kelly flips the coin. Asep flips the coin. Yuka does not flip the coin. Priyanka flips the coin. Rita flips the coin. Bruno does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Alexander does not flip the coin. Priyanka does not flip the coin. José flips the coin. Irwan flips the coin. Daniela does not flip the coin. Pedro does not flip the coin. Luca flips the coin. Carine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Andreas flips the coin. Ian flips the coin. Sonu does not flip the coin. Cherry does not flip the coin. Ashley does not flip the coin. Jeroen does not flip the coin. Petra does not flip the coin. John flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Sven does not flip the coin. Anna does not flip the coin. Allen flips the coin. Jessica flips the coin. Paul flips the coin. Antonella flips the coin. Christian flips the coin. Felipe flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Antonio flips the coin. Deepak flips the coin. Ivy does not flip the coin. Peter does not flip the coin. Adam does not flip the coin. Thierry does not flip the coin. Crystal flips the coin. Michael flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. María flips the coin. Lei does not flip the coin. Davide does not flip the coin. Marcos does not flip the coin. Chris does not flip the coin. Louise flips the coin. Wu does not flip the coin. Manfred does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Bruna does not flip the coin. Yanti flips the coin. Monika flips the coin. Birgit does not flip the coin. Feng flips the coin. Larissa flips the coin. Fenny flips the coin. Maggie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Melanie does not flip the coin. Anita flips the coin. Silvia flips the coin. Vijay flips the coin. Anil flips the coin. Bruna flips the coin. Emma flips the coin. Sebastian flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Philipp does not flip the coin. Carlos flips the coin. Luca flips the coin. Mary flips the coin. Javier does not flip the coin. Manon flips the coin. Rosa does not flip the coin. Wang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Michel flips the coin. Arief does not flip the coin. Pooja flips the coin. Chantal flips the coin. Sofie does not flip the coin. Budi does not flip the coin. Christine flips the coin. Manju does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Koji does not flip the coin. Tom does not flip the coin. Xu does not flip the coin. Mari Carmen does not flip the coin. Chen does not flip the coin. Jessie flips the coin. Claudia does not flip the coin. Haruka flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Fernando flips the coin. Sunil does not flip the coin. Raquel does not flip the coin. Andrew does not flip the coin. Peng does not flip the coin. Martha flips the coin. Megumi does not flip the coin. Ashley flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Silvia flips the coin. Dewi does not flip the coin. Yusuke flips the coin. Rohit does not flip the coin. Heike flips the coin. Jan does not flip the coin. Candy flips the coin. Tomoko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Komal flips the coin. Antonio does not flip the coin. Nisha does not flip the coin. Dennis flips the coin. Valentina does not flip the coin. Jeroen flips the coin. Andri does not flip the coin. Johann flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Riya does not flip the coin. Huang does not flip the coin. Francisca does not flip the coin. Bruno does not flip the coin. Sonu flips the coin. Lauren flips the coin. Michael flips the coin. Wim does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Angela does not flip the coin. Akiko does not flip the coin. Amanda flips the coin. Ashley flips the coin. Manoj does not flip the coin. Rini flips the coin. Pascal flips the coin. Javier flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Rajesh does not flip the coin. Jeroen flips the coin. Thierry flips the coin. Li flips the coin. Paolo does not flip the coin. Huang flips the coin. Sandra flips the coin. Yuan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Michelle flips the coin. Mario flips the coin. Amanda flips the coin. Sanne flips the coin. Agus does not flip the coin. Thierry does not flip the coin. Huang does not flip the coin. Melissa does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Nisha does not flip the coin. Javier flips the coin. Budi flips the coin. Dominik flips the coin. Ferry does not flip the coin. Amit does not flip the coin. Raju does not flip the coin. Susan flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Silvia flips the coin. Luciana flips the coin. Mari Carmen does not flip the coin. Fernanda does not flip the coin. Jeroen flips the coin. Hiroshi does not flip the coin. Marc does not flip the coin. Mukesh does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Anne flips the coin. Susanne flips the coin. Isabelle does not flip the coin. Sherry flips the coin. Kenji does not flip the coin. Hiroyuki flips the coin. Puja does not flip the coin. Lucia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Manuela does not flip the coin. Stefan does not flip the coin. Alessandro does not flip the coin. Wu does not flip the coin. Miguel does not flip the coin. Diana does not flip the coin. Jason flips the coin. Helen flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Julia does not flip the coin. Sue does not flip the coin. Michele does not flip the coin. Bart does not flip the coin. Ryan flips the coin. Martin flips the coin. Dian flips the coin. Allen flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Jolanda flips the coin. Laurent flips the coin. Steven flips the coin. Stefan does not flip the coin. Markus does not flip the coin. Matheus does not flip the coin. Francisco does not flip the coin. Feng does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Joe flips the coin. Dominique flips the coin. Ryan does not flip the coin. Ricardo does not flip the coin. Mike does not flip the coin. Daniel does not flip the coin. Raju does not flip the coin. Marcia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Novi flips the coin. Candy does not flip the coin. Mari Carmen does not flip the coin. Luana does not flip the coin. Caroline flips the coin. João does not flip the coin. Karen does not flip the coin. Mayumi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Giovanni does not flip the coin. Amit does not flip the coin. José does not flip the coin. Adriana flips the coin. Marcia does not flip the coin. Zoe does not flip the coin. Johann flips the coin. Atsushi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Raju flips the coin. Henny does not flip the coin. Takashi does not flip the coin. Joke does not flip the coin. Petra does not flip the coin. Manju does not flip the coin. Bart flips the coin. Satoshi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Giuseppe does not flip the coin. Richard does not flip the coin. Yumi does not flip the coin. Henk flips the coin. Luca flips the coin. Renate flips the coin. Manju does not flip the coin. Luigi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Lucy does not flip the coin. Li flips the coin. Johann flips the coin. Neha flips the coin. Audrey flips the coin. Md flips the coin. Sven flips the coin. Beatriz flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Priya flips the coin. Carlos does not flip the coin. Tracy flips the coin. Mari Carmen does not flip the coin. Deepak flips the coin. Achmad flips the coin. Zoe flips the coin. Philipp flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Tri flips the coin. Angel does not flip the coin. Miho flips the coin. Jessie flips the coin. Heru does not flip the coin. Adriana flips the coin. Lucas does not flip the coin. Monique does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Andreas flips the coin. Eva does not flip the coin. Indah does not flip the coin. Erik does not flip the coin. Sam does not flip the coin. Sven does not flip the coin. Candy does not flip the coin. Yang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Carmen does not flip the coin. Katharina does not flip the coin. Dwi flips the coin. Anita does not flip the coin. Adam flips the coin. Steve flips the coin. Keiko flips the coin. Francesco does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Josef flips the coin. Naoko does not flip the coin. Priya does not flip the coin. Camila flips the coin. Julia flips the coin. Francesca flips the coin. Matthias does not flip the coin. Ferry does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Matheus flips the coin. Fenny does not flip the coin. Henny flips the coin. Antonella does not flip the coin. Stefan does not flip the coin. Jose does not flip the coin. Nisha flips the coin. Tobias does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Yoko does not flip the coin. Robert does not flip the coin. Ferry flips the coin. Novi does not flip the coin. Arief flips the coin. Vincenzo flips the coin. Fernanda does not flip the coin. Dominik does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Haruka does not flip the coin. Jason does not flip the coin. Yusuke flips the coin. Feng does not flip the coin. Cherry does not flip the coin. José does not flip the coin. Paolo does not flip the coin. Juan flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Santosh does not flip the coin. Luana does not flip the coin. Tri does not flip the coin. Takashi flips the coin. Sonia flips the coin. Raju does not flip the coin. Helen does not flip the coin. Agung does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Luana does not flip the coin. Lauren does not flip the coin. Javier does not flip the coin. Luca flips the coin. Yusuke flips the coin. Lukas flips the coin. Diah flips the coin. Feng does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Fabio flips the coin. Wim does not flip the coin. Brian flips the coin. Emma flips the coin. Yusuke flips the coin. Marta does not flip the coin. Arief does not flip the coin. Dennis flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Gabriel does not flip the coin. Lin flips the coin. Michael flips the coin. Sabine flips the coin. Yan does not flip the coin. Daisuke does not flip the coin. Marianne flips the coin. Martine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Andreas does not flip the coin. Federica does not flip the coin. Carmen does not flip the coin. Jyoti does not flip the coin. Claire flips the coin. Sophie does not flip the coin. Pascal does not flip the coin. Alexandre does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Ying flips the coin. Melanie flips the coin. Linda does not flip the coin. Yuka flips the coin. Joe does not flip the coin. Yvonne does not flip the coin. Stefano does not flip the coin. Marcelo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Budi does not flip the coin. Ayumi flips the coin. Ingrid does not flip the coin. Akira flips the coin. Daisuke does not flip the coin. Michel does not flip the coin. Sonia does not flip the coin. Maggie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Sarah does not flip the coin. Pedro flips the coin. Victor does not flip the coin. Andy does not flip the coin. Cathy does not flip the coin. Sebastian does not flip the coin. Caroline does not flip the coin. Ravi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Sandra does not flip the coin. Katie flips the coin. Antonio flips the coin. Keiko flips the coin. Alain flips the coin. Lucia flips the coin. Anna does not flip the coin. Eliane flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Riya flips the coin. Lauren does not flip the coin. Naoko flips the coin. Markus flips the coin. Sebastian flips the coin. Isabel flips the coin. Alex flips the coin. Caroline does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Deepak flips the coin. Jorge flips the coin. Peng flips the coin. Mark does not flip the coin. Rodrigo flips the coin. Sherry flips the coin. Elizabeth does not flip the coin. Sam does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Francisca flips the coin. Rita does not flip the coin. Brian flips the coin. Andy does not flip the coin. Fiona flips the coin. Liu flips the coin. Yanti does not flip the coin. Bernhard does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Paul does not flip the coin. Sonia does not flip the coin. Elena does not flip the coin. Marcia flips the coin. Poonam flips the coin. Mark does not flip the coin. Luca does not flip the coin. Pierre flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Federica does not flip the coin. Peter does not flip the coin. Francesco does not flip the coin. Jessica flips the coin. Lucia does not flip the coin. Carlos does not flip the coin. Wolfgang flips the coin. Virginie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Irwan does not flip the coin. Takahiro flips the coin. Ade does not flip the coin. Ravi does not flip the coin. Adam does not flip the coin. Franz does not flip the coin. Giuseppe does not flip the coin. Guadalupe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Luc does not flip the coin. Florian does not flip the coin. Sunita does not flip the coin. Amit flips the coin. Luca does not flip the coin. Lucia does not flip the coin. Giulia does not flip the coin. Jie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Susan flips the coin. Steve does not flip the coin. Anne does not flip the coin. Marc does not flip the coin. Christian does not flip the coin. Isabel flips the coin. Massimo flips the coin. Alessandra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Renate does not flip the coin. Rekha flips the coin. Lucy flips the coin. Valentina flips the coin. Makoto flips the coin. Rosa flips the coin. Pilar flips the coin. Yu flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Alessandro does not flip the coin. Lucia flips the coin. Jessie does not flip the coin. Ria flips the coin. Jennifer does not flip the coin. Els does not flip the coin. Lauren flips the coin. Martina does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Fabio does not flip the coin. Sarah flips the coin. Priya flips the coin. Patrick flips the coin. Monika flips the coin. Sunil does not flip the coin. Henk does not flip the coin. Hiromi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Jing does not flip the coin. David flips the coin. Michael flips the coin. Hiroki flips the coin. Julien does not flip the coin. Manisha flips the coin. Ade does not flip the coin. Ryo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Crystal flips the coin. Miguel flips the coin. Tom does not flip the coin. Markus does not flip the coin. Guillaume does not flip the coin. Fitri does not flip the coin. Sara flips the coin. Wei flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. João does not flip the coin. Caroline flips the coin. Emily flips the coin. Vincent does not flip the coin. Federica flips the coin. Rita flips the coin. Mayumi does not flip the coin. Michael flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Bambang flips the coin. Helen flips the coin. Lei flips the coin. Ana flips the coin. Rekha does not flip the coin. Lukas flips the coin. Hiroko flips the coin. Koji flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Yu flips the coin. Ivy does not flip the coin. Dirk does not flip the coin. Michaela flips the coin. Rini flips the coin. Takahiro flips the coin. Sonia does not flip the coin. Franz does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Wu does not flip the coin. Ivy does not flip the coin. Raj flips the coin. Stefano flips the coin. Luc does not flip the coin. Nicole flips the coin. Valentina flips the coin. Yi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Pilar does not flip the coin. Rakesh does not flip the coin. Karla does not flip the coin. Wolfgang flips the coin. Dwi does not flip the coin. Liu flips the coin. Javier does not flip the coin. Caroline does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Anita does not flip the coin. Josef does not flip the coin. Cindy does not flip the coin. Luis flips the coin. Martina flips the coin. Haruka does not flip the coin. James does not flip the coin. Karin flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Manoj does not flip the coin. Made flips the coin. Giovanni flips the coin. Alain flips the coin. Kim flips the coin. Ian flips the coin. Francisca flips the coin. Lucia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Adam flips the coin. Philipp does not flip the coin. Huang does not flip the coin. Novi flips the coin. Raquel flips the coin. Franz does not flip the coin. Anthony does not flip the coin. Jack flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Luc flips the coin. Rohit does not flip the coin. Ana does not flip the coin. Andrew flips the coin. Rosa flips the coin. Sabine flips the coin. Jennifer flips the coin. Sandra flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Jessica does not flip the coin. Monique flips the coin. Giulia flips the coin. Lily does not flip the coin. Philipp does not flip the coin. David flips the coin. Akira flips the coin. Charlotte flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Indah does not flip the coin. Naoko flips the coin. Ayu does not flip the coin. Eric flips the coin. Philippe flips the coin. Diana flips the coin. Peng flips the coin. Barbara flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Davide flips the coin. Lisa does not flip the coin. Rakesh flips the coin. Yi does not flip the coin. John flips the coin. Anneke flips the coin. Yusuke flips the coin. Brian does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Chen does not flip the coin. Paola flips the coin. Elizabeth flips the coin. Yi flips the coin. Nathalie flips the coin. Heru flips the coin. Tracy flips the coin. Olivier flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Miho flips the coin. Yuko flips the coin. José flips the coin. Jeroen does not flip the coin. Sonja flips the coin. Anne does not flip the coin. James flips the coin. Ravi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Andri flips the coin. Luana flips the coin. Elena flips the coin. Gabriela flips the coin. Karin does not flip the coin. Lupita flips the coin. Ricardo flips the coin. Marc does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Nathalie does not flip the coin. Vanessa flips the coin. Indah flips the coin. Christian flips the coin. Amit flips the coin. Camille does not flip the coin. Charlotte does not flip the coin. Romain flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Sarah does not flip the coin. Mary does not flip the coin. Virginie does not flip the coin. Ramesh flips the coin. Priya flips the coin. Sunil does not flip the coin. Juan flips the coin. Mark does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Angela flips the coin. Pilar flips the coin. Francisca does not flip the coin. Isabelle flips the coin. Chen does not flip the coin. Francesco does not flip the coin. Mario does not flip the coin. Heru flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Anjali flips the coin. Carine flips the coin. Lin flips the coin. Vanessa does not flip the coin. Ellen does not flip the coin. Mamta does not flip the coin. Nathalie flips the coin. Tanja flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Luana does not flip the coin. Christoph does not flip the coin. Rini flips the coin. Tri does not flip the coin. Camille flips the coin. Henk flips the coin. Teresa flips the coin. Sunita does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
