description,final_state,total_flips,total_events
A coin is heads up. Andreas does not flip the coin. Manuel flips the coin. Bruno does not flip the coin. Silvia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jack does not flip the coin. Irwan does not flip the coin. Sanne flips the coin. Martin does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Frank flips the coin. Juan does not flip the coin. Yuka flips the coin. Wu does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Maxime flips the coin. Tri does not flip the coin. Tracy flips the coin. Marc flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Puja does not flip the coin. Kim flips the coin. Anja flips the coin. Ian flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Lisa flips the coin. Patricia does not flip the coin. Komal flips the coin. Ana flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Asep does not flip the coin. Pedro does not flip the coin. Luc flips the coin. Eko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Sarah flips the coin. Koji does not flip the coin. Amanda flips the coin. Manfred flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Stefania does not flip the coin. Yan does not flip the coin. Fenny does not flip the coin. Luana flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Wim does not flip the coin. Iwan does not flip the coin. Nathalie flips the coin. Anjali does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jun does not flip the coin. Nicole flips the coin. Dwi does not flip the coin. Ferry flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Camila does not flip the coin. Matteo does not flip the coin. Steven does not flip the coin. Pilar flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Miki flips the coin. Franz does not flip the coin. Steve flips the coin. Tobias flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Giulia does not flip the coin. Eric flips the coin. Pablo does not flip the coin. Matthias does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
